Content,Score
"Followers are unreadable on profile, lost my badge on instagram",3
Seruuu,5
lebih baik threads daripada Twitter \U0001f923,5
Ok,5
Ok,5
Penggaanti twitter,5
Mantaf,5
MALESIN !!!!!?,1
Mayan,5
Bagus,5
Tambahkan banyak fitur seperti save pict dll,4
bagus nambah temen,4
Nice,5
Bagus,5
Nice apk,5
\u2764\ufe0f,5
Nice appss,5
Mantap makin keren,5
"Bagus, terus tingkatkan",4
apa ini apa itu,5
Masih kurang paham wkwk follow @mudofficial_,5
ok laa,3
Bye twt hahah,5
tambahin fitur dm pls,5
"please, also add translation on app",4
halooo\U0001f60e,5
bagus,5
"Overall dh bagus , mungkin klo ditambahin fitur translate lebih bagus",5
very incompatible in Nokia 5 android 9 device please fix it,1
Boleh banget,5
Saya sebagai warga Fb sangat mendukung inovasi ini,5
good,5
bagaimana cara mengembalikan akun threads yang di nonaktifkan sementara dan memunculkan kembali tag thread di profile ig ?,3
Kasih bintang 1 ahhh \U0001f605\U0001f605,1
bagus dh gitu aja,5
Bagus banget aplikasinya simple tapi mungkin next diperbaiki bugnya dan perbanyak fitur-fitur yang memudahkan pengguna \U0001f64f,5
Keren,5
kerenn seruu jugaaaa!,5
Apakah bisa menyaingi burung biru?,5
"Nice app,, please add Direct massage, or add a feature so we can see people we haven't followed in the followers list \U0001f604\U0001f601 hopefully there will be more features in the future \u2b50\u2b50\u2b50\u2b50\u2b50",5
Madep lah su pokok na mah,5
Nice,5
Nice apps :),5
aplikasi nya eror,2
"Tolong perbanyak fitur,,",4
gbs diinstsl coek,1
"Gara-gara oshi ku main ini, aku kasih bintang 5 deh biar oshi ku senang",5
Aplikasi nya ngecras,1
The app is glitching,3
"Belum bisa liat kutipan thread, jadi bintang 4 dulu deh. Semoga nanti diupdate ditambahin ya biar bisa lihat kutipan threadnya.",4
"Please change the timeline algorithm. I don't wanna see the artist or selebgram, I really don't care. I just wanna see my friends. And post that related to my reference.",4
Add Fyp and Following page,5
"over all bagus, berasa nostalgia pake app sebelah. saran untuk mimin : 1. tambahkan fitur #hashtag 2. tambahkan fitur translate 3. tambahkan fitur save photo pada device android 4. jangan dikit2 kasih warning ke konten yang sebenernya fine fine aja. sisanya udah oke semua. tetep konsisten ya, jangan sampe appnya jadi banyak iklan. thanks!",4
Kekurangannya gak ada mode gelap,4
"Why every time I will post a photo or picture, always log out automatically?",1
Viva RRQ,5
bag nya mengganggu bng mohon segera di perbaiki,3
"Hopefully there will be a download feature in every post, to make it more practical. The rest of the application is quite fun",5
Post foto tapi malah force close,4
B aja,5
Oke.. udah cukup bagus lah.,3
Cukup ok,5
fix bugs,3
Baik!,5
Ini kenapa aplikasinya??,4
Baru Pake langsung Ratusan yg follow wah keren,5
Keren sih,5
Nice,5
Tesss lumayunnn,4
banyak banget bug nya kocak,1
keren,5
thh,5
kenapa threads saya eror yah gambarnya ngacak tulisannya eror,3
Uhuy,5
Asiklah mainan baru,4
"kalau bisa sih ada bagian mengikuti di menu beranda nya kyk di Tw***er, soalnya saya cuma mau liat postingan org"" yg saya follow\U0001f64f\U0001f3fb",5
Yaudah sir gua pertama kalau gitu,5
keren,5
Lumayan,5
Dunia MedSos makin berwana,5
Halo cuy,5
"Aplikasi nya keren!! Tapi tolong pakde zuck Tambahin fitur dm sama biar bisa liat yg trending"" kayak Twitter",5
"teks mengalami bug menumpuk, sangat menganggu sampai2 tidak bisa untuk membaca threads",1
Hal remdom,1
Lawan twiter dong hehe,5
Pertama,5
First,5
Kecewa,1
Coba dulu,4
Mantep. Kedepannya semoga lebih banyak fitur yg dikembangkan. Sukses selalu instagram dan threads. \U0001f970,5
mantap...,5
Masih nge bug,4
Banyak bug,1
L Apps + TWITRR COPY,3
"Mari kita mencoba apk baru om mark,\U0001f60a",4
Cuma ikut ikutan aja,1
"Threads bagus bangetlah, selama ini saya gak ketemu konten NSFW apapun, namun size apk threads cukup berat dan buffering kontennya lama bgt, beda kyk Instagram, padahal ui nya lebih simple dari FB dan IG, sarannya cuma size dan audio meetingnya aja, mudah2an bisa membantu developer\U0001f60a",4
I Need Gtrans,3
BYE ELON!,5
"helis ini bagaimna, kok threads ak ngelag bgt kalo d scroll kayak ngecrash gitu mohon sarannya\U0001f64f\U0001f3fb\U0001f64f\U0001f3fb\U0001f64f\U0001f3fb",3
Baru coba,5
Kalau aku sih yes ...06-07-2023,5
"Bagus, dah gitu aja",5
bug,1
"Masih ada bug, load nya lama",3
"bagus, enak, gw kalo post foto keluar sendiri kocak",5
Aku suka,5
"This application is very good, cool I think it is better than Twitter if there is no porn account here, please dont let porn account let in.respon the report",5
Rating pertama dari seluruh Indonesia \U0001f449\U0001f602,5
"good enough for the start. but it'll be better if you can add ""LIST"" like twitter has.",4
Ngebug sih,3
Bisa tambahin fitur terjemahan .,5
Awesome,5
Mantap,5
Aplikasi nya bagus bang,5
Bagus,5
Masih banyak bug. Salah satunya tidak bisa scroll di halaman aktivitas,2
Mau ngasih ulasan pertama:v,3
aplikasinya udah bagus tapi setiap kirim gambar selalu keluar sendiri mohon perbaikannya\U0001f64f,3
seru bgt dik,5
bagussss,5
"blm coba, ini aku lgi download ulang soalnya gbs login anj",1
Knp di saya error kayak pas scroll ngeblink\xb2 berbayang,3
Keren wkwkwk mampir review nya di YouTube Ryuu Koswara,5
Baru coba,5
Aplikasi nya bagus banget menurut saya tapi kenapa ya pas sudah didownload di hp android penampakan berandanya kayak macet-macet gitu \U0001f972,4
"bagus mah bagus, tapi akun w keapus permanen, dasar double fakk",1
Goks,5
"Great! If I may suggest, it would be great to have a feature to crop the image. It would make it even more awesome.",5
Seru juga,5
Masih ada sedikit bug.,1
Saya kecewa sama aplikasi ini baru download udah eror. Tolong segera di proses dengan cepat,1
Boleh la,5
"Malah kayak twiter,tapi ku kasih rate 5 aja",5
Threeads Keren banget lawan tandingnya Twitter,5
Ngbug parah,1
Aplikasi error di scroll masih ada bug,1
netizen indo disinijj,4
Baru download hari ini. Belum tahu bagus tidaknya. Saya coba dulu ya. Kalo bagus ya auto bintang 5.,3
Bug tulisannya shadow,2
Keren aja,5
Saya masih ada bug di aplikasinyaaaaa tampilan pecah hahaha,1
Keren \U0001f60e,5
Bismillah barokah,3
Keren bet banh mark,5
oke,5
The text is scramble when i scrolled the page,1
kerennnnn begeteeee,5
The app so clean and neat,5
Bagus sih tapi coba ada untuk nonton video pendek nya juga bagus pasti,5
It's many of Bugs,1
keder brow,3
good,5
A.S,5
"Sangattt menarikkk, hanya saja belum bisa menggunakan #hastag",3
good,5
"Okee apk nya udah lumayan bagus tapi mohon banget buat ditingkatkan fitur-fitur lain seperti - translate karena perlu banget buat kebutuhan ngefangirling\U0001f64f\U0001f3fb - juga tolong banget untuk memposting foto/videonya agar bisa per-folder supaya gak cape ngescroll kebawah-bawah, soalnya isi galeri saya banyak :) - selanjutnya buat android tolong segarakan bisa save foto, soalnya saya mau save meme\u0ca5\u2060\u203f\u2060\u0ca5 Note: mohon didengar, karena ini bakal diubah tergantung fitur apk nya",3
#1 Am I the first person to leave a review on this threads app??,5
Kok ngebug min,5
"pas mau apload gambar malah keluar sendiri dari apknya, aneh",2
Kalo bisa tambahkan Transfer otomatis,4
"Ini nih aplikasi yang mungkin bisa gantiin Twitter, terima kasih Meta udah membuatkan aplikasi pesaingnya, ditunggu perkembangan selanjutnya, dan juga update2 berikutnya.",5
Tolong tambahkan terjemahan di setiap postingan,4
Anjay gw jadi orang pertama kali yg ngerate aplikasi ini\U0001f601\U0001f446,5
Error,1
di hp ku lag banget,1
Keren,5
"bagus, tapi lebih baik lagi kalo fiturnya bisa gonta ganti username dan semoga aja ke depannya gak ada connecting sama Instagram biar bisa bebas mengekspresikan sesuatu",5
ini gimana cara hapus akunnya,3
Gasss lah,5
"keren, cepet"" update fitur deh\U0001f60d\U0001f44d\U0001f3fb",5
Kenapa punya saya ngebug,3
Baru mau coba sepertinya asik....,5
Aplikasinya sanggat bagus saya harap ada fitur terjemahannya seperti di instagram,5
"BELUM NGERTI FUNGSINYA, OKE LAH",5
"Bagus sih cuma di timeline banyak post orang lain yang gak kita follow, jadi membuat gak nyaman. Perbaiki lagi dongs timeline nya",3
Iya,5
Requests: 1. Pin thread 2. Bookmark thread 3. Hashtags 4. Translate thread,4
Menjadi pesaing yang sepadan untuk apk biru,5
udah lumayan sih tapi tolong pisahin yg diikuti sama yg publik,4
Keren,5
pas mau posting sesuatu selalu saja keluar tiba-tiba,1
"Permulaan bagus ada saingan aplikasi burung. Namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error, tulisan kehapus sendiri, padahal normal, lalu orang2 yang mengikuti terkadang ilang pas di refresh muncul kembali, fitur hastag atau tagarnya tidak bisa di klik, mungkin gaada fitur itu, sarannya adain biar mempermudah akses yg lagi trend sepeti di aplikasi burung. Tks.",5
Good,5
Ok,4
ig kah ini?,5
Overall udh bagus. Tapi untuk sementara karena masih banyak bug aku kasih 3 bintang dulu. Ya wajar juga sih karena app baru,3
good,5
"ngikut trend aja hehehe,",5
bagus sih,5
Masih bingung apknya,5
Follow My Threads : @kebundiya_ tks,5
Sejauh ini lebih mantap daripada twiter isinya,4
ngeglitch,3
Bolehh,5
Bagus \U0001f44d\U0001f44d\U0001f44d,5
"Saya mengalami Bug atau cuma di hp saya,ketika di buka app seperti langsung banyak halaman dan bertumpuk, saya tidak tahu ini kenapa,apa ada email yang bisa di kirim untuk konfirmasi bug",1
Nice app,5
bagus dan juga simpel \U0001f44d,5
Mantap,5
Enggak bisa di donlowoad,1
bug,1
It's not work properly on my device.,2
great,5
kenapa ngga bisa digabung jadi satu apk aja? biar ngga menuhin memori,4
Simpel dan rapi \U0001f44d\U0001f3fc\U0001f44d\U0001f3fc,5
"Makk udahh donwload duluan hahahhahah, gassin mau liattt di ring hheheh",5
Ywdah Sih \U0001f602,5
Hey iya sipp,5
"Tolong dong kalau semisal kita mau hapus akun threads nya, akun instagram nya jangan ikut ilangg jugaa, plissss yaaakkk mohon banget ini maahh",5
Mantap,5
keren\U0001f618\U0001f44d,5
hampir mirip sama si biru,5
"Buat semua bagus, design sama menu nya cukup, cuman yang kurang nya masih banyak, terutama ini, harus ada topik yang bisa user ikuti biar feed gak terlalu berantakan, sama feed harus nya dipisah jadi dua 1 buat publik (dari topik yang diikuti) sama 1 lagi buat follower ato postingan khusus followers",5
masih memiliki beberapa bug & error,4
Keren,5
follow dong wkwkwk @ffoords,5
Sementara \U0001f31f\U0001f31f\U0001f31f\U0001f31f\U0001f31f,5
Di hp ku ngebug bang,2
Good,5
ok,5
belum rilis ya?,5
Baru download dah crack gimana bisa di mainin,1
Bagus,5
Aplikasi bagus cumn bnyk bug,4
cukup menarik \U0001f44d,5
Elon \U0001f62d,5
"don't know why, this app is on my phone when I want to scroll it, the application is buggy",3
Pertama deh pkok ny,3
Mantep kang,5
Gaas,5
Mantep coy,5
App yg keren mirip seperti twiter,5
Semoga bagus seperti media sosial lainnya,5
"Keren banget, mudah untuk digunakan",5
Ada yg kurang ngesave tanpa harus like,5
"mirip mirip lah , kayak sebelah",5
mantap nih aplikasi,5
Lancar jaya,5
Enak tapi mbnya kebesaran anjr,4
Mantapp,5
enakan thread enakan twitter enakan gausa kenal dari awal deh,5
Punya saya ngeleg ngebuk,2
Aplikasinya biasa aja,3
mantap,5
Cuy,5
Bintang 3 dulu ya masih membandingkan twitter dan threads bagusan mana?kalo twitter aku pakai udah lumayan lama soalnya\U0001f605,3
"Bagus, tambahin translate dong sir",4
Keren,5
"Kedepannya kembangin lagi bang Zuck, algoritmanya udah bagus cuma kurang lengkap beberapa fitur contohnya kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang memakan waktu dan juga pusat notifikasi yang jadi menumpuk",5
"Masi nge bug ,geter""",3
"Diperbaiki lagi sih, di hp saya realme c2 masih ngestuck banget apknya. Padahal pengen banget main ni aplikasi",2
Aplikasinya bagus.. Saya beri 5 bintang.. Tapi Harap Tambahkan beberapa fitur Seperti : \u2013 Save Gambar atau Video \u2013 Edit Postingan \u2013 Mode Gelap Dan masih ada Bug bug lainnya,5
"Lumayan bagus, cuma untuk post/komen ""gambar/video"" tolong kasih fitur simpan yah.",3
kok ssh ya upload gmbr :(,5
Keren,5
Test ombak,3
\U0001f63b\U0001f63b,5
Bagus begetee,5
Ga bisa buat cari ayang,4
Twitter ganti nama ya?,5
kerenn,5
Fitur hastag belum ada dan masih banyak bugnya,2
"This app is broken already, when i open the app, my phone got some crash. Idk why, it's like requiem effect to many new news reload",1
tolong adakan fitur dm di aplikasi ini,4
Ini bagussss,5
Menarik....,5
Ok,5
Aplikasi udah lumayan tinggal ditambahin fitur baru yang belum ada di aplikasi sosial media lain,5
kenapa error terus layarnya jadi ngeglitch,1
Hooh,5
Bagus,5
Gelut,5
"It's good apps, but we need: - Page for you & following separated - Global and local search for threads - Switch multiple accounts - new UI/UX for sharing content from Instagram",1
Ga bahaya ta,5
Logikanya dimana.,4
bug,1
"I give two stars first... because there are some things I think less on this platform, such as a separate look for accounts followed and not followed \U0001f64f\U0001f3fe",2
Bagus,5
Untuk pihak meta tolong tambahkan fitur simpan foto dan fitur translate terimakasih sudah membuat aplikasi ini,5
ok,5
Lumayan...,5
Keep it up,5
"Suka, Karena gak ada fitur DM, jadi bisa menikmati kutipan orang\xb2",5
First Comment ?,5
Ok lah,3
"Masih 4 sih sejauh ini, gimana kalo d tambah Tranding topik juga?? Biar seruu melek info hehehe...",4
Has bugs when scrolling such as freezes on threads so you can't read existing content,1
bermasalah diandroid banyak bug,1
Bagus sih apknya tapi tolong tambahin fitur translet donk biar tau artis\xb2 favorite ngirim pesan apa.udah itu aja sih keluhannya,5
"The application have more bugs, please fix the bugs. It's very disgusting for me",1
Berak,5
dapet no ke 5510335 bro wkwk,5
"Maaf cuma kasih saran, lebih enak lagi klo bisa liat liat vidio kaya ig gtu hhe",5
Kok punya ku warna putih yaaa,5
Masih mencoba \U0001f601,5
Ada bug visual doble tidak recommended untuk didownload sekarang,5
"Mayan , saran kasih translate",5
Gada hastag jd not interested si,1
kesel ga ada pencarian per kata \U0001f607,4
Bisa berubah tergantung sikon,5
Awsome,5
"Aplikasi nya bagus, cuman pas play video ga ada suaranya",5
Suka,5
"Agak mirip Twitter, not bad lah.",5
Akhirnya saya bisa komen pertama,5
Tolong segera kasih fitur terjemah,4
Di night mode mlh nge glitch,1
Mainnya kaya sebeleh,5
mantap gan,5
Masih sering buat upload foto,2
Di gua kok bug sih aneh anying,1
Mencoba dulu,4
ANTI LPGBT,5
Baru coba belum tau,5
aplikasi bayak bug,1
Elon vs zuck,5
Baru nyoba,2
Apakah saya orang Indonesia pertama yg memberi ulasan app Thread?,4
Kerennn,5
"Banyakin fitur baru, kek reels atau YouTube short gtu",5
Nice,5
"Kasih bintang empat, mau coba dlu aplikasinya",4
Akhirnya ada aplikasi yang khusus buat posting text,5
Sangat baik,5
notbad,5
GEDEG SAMA TWITTER,5
keren,4
qok bergetar yah setelah udah log in,1
Masih suka ngebug tiba\xb2 nggak bisa log in mungkin masih tahap pengembangan,3
First,5
Siip,5
"hebat, sangat menghemat penyimpanan. Saran saya sih nanti Nya ada fitur dm, semakin berkembang Threads !",5
nostalgia ke Twitter lg\U0001f601,5
Oke,5
"bintang empat duluu, saya mendapatkan bug saat saya ingin meng upload gambar, tiba tiba keluar apk/crash",4
It's new one,5
Mau nyoba,5
kenapa pas pakai ulti ga bisa bang,1
Bug,2
"Aplikasi keren si ini, di era Twitter yg mulai monetisasi \U0001f601",5
a lots of bugs,3
Gong tak jajal ndownload e sui wifi ne tonggoku kyk eek,4
Pengganti Twitter,5
Saya suka saya suka semogaa dari politik,5
Defresi,5
Well,5
Terlalu banyak bug,1
Oklah,5
gua orang pertama yg ngasih ulasan,3
"Aplikasi udah baik. Namun, saya menemukan bug ketika akan membuat thread. Dimana ketika saya pindahkan kursor ke kata awal yang udah ditulis dan ingin mengganti kursor error tidak mau spasi ataupun ditambah huruf. Tolong juga perbaiki tampilannya agar lebih enak dilihat. Tambah juga mode gelap. Dan juga buatkan menu pemilahan antara bukan following dan following Sekian",3
"Overall bagus, bbrp yang perlu di perbarui 1. Algoritma nyasar terlalu jauh 2. Tambahin Edit postingan dan jumlah re-threads 3. Tambahin Pilihan folder album 4. Tambahin fitur Download media 5. Tambahin banner/sampul profile",5
"Banyak bug bjir, maklum baru terbit\U0001f601, fast dibenerin",2
Masih banyak bug,1
Keren,5
"Aplikasi ini sangat bagus,dan aplikasi ini tak seperti twiter",5
Ok,5
Aplikasi sangat bagus sekali sebagai referensi buat upload foto dan video dari galeri kita,5
Muach,5
"Seru banget, sukses selalu semoga makin jaya juga makin menjadi no satu amiin",5
Good,5
Elon musk kapitalis njir,5
"Bagus sih , nggak banyak aturannya",5
"Twitter versi ringan dan simpel y moga2 ada fitur baru, hati2 langkah mu mark",5
Halo gays ini aplikasi bagus,5
Yahahaha saingan tw******,5
translate in the comments please!! Thanks,5
masih error Dan black screen threads nya mohon perhatikan secara sempurna,1
Bagus bet nyet,5
Lumayan menarik..,5
ini kwren sih,5
"Awokawok, twitter bikin aturan gak jelas. Pindah kesini aja lah",5
App good,5
ntap,5
Ok,5
Pengganti Twitter terbaik,5
Mantap,5
Jangan lupa follow agero_29,5
Nice,5
The best app,5
"UI keren, smooth. tp masih banyak yg perlu di update. keren meta!",5
"I need ""not interested"" button for better fyp. And still no translation. For now we can't choose photos by folder, so it's a lil bit annoying. We can't save draft. Hope this app will go better than the chirp one lol \U0001f602",4
Yeahhh aku yang pertama\U0001f929\U0001f929\U0001f929\U0001f973,5
"Baru nyoba,",4
Kenapa error woi,3
Mas elon cupu,5
Kerennnnn\U0001f44d,5
Testing dulu,4
"my advice, also add the translate feature to the comments",4
app ini lebih bagus dari twt reckmended bangeet sih,5
Bagus bgt,5
"Masih suka limit buat nge follow orang, gk ada fitur liat trending, beranda pengikut sama for your page masih jadi satu semua. Instagram sama threads jadi kesatuan, jadi g bisa non aktifin salah satunya. Tapi yg paling nyebelin limit follow nya yang kadang suka kesel. @srawpie.",4
masih banyak bugnya,3
"fitur banyak yang kurang, switch akun juga susah",3
First min,5
Ya udah sih wir,5
"Setiap mau repost threads ke ig kenapa jadi ig nya ke log out ya, jadi misal aku buka threads pasti ig ku ke log out, sama kalau aku buka ig, pasti threads nya ke log out jd nggak bisa repost.. Btw ig sudah update\U0001f64f Mohon info nya\U0001f64f",4
jawir,5
Gua pake eror,1
apa bende nih?,5
Kenapa ya komen foto gabisa? Langsung force close,1
"Hi Twitter, i'm your rival",4
"Waw, twitter tanpa limit Kekurangan: \u2022Tolong dong, kalo mau ganti akun kaya ig(tinggal sat set, gaperlu login-logout) \u2022Kalo mau posting itu ribet, ketutupan keyboard tombolnya. \u2022Ga ada fitur dm? \u2022kalo mau ikuti balik harus pencet profil, ribet",4
\U0001f44d,5
Bahasa indo pertama g sih,5
Good,5
"auto translatenya mana bang, butuh banget soalnya",4
Error,1
"kalo boleh kasih ulasan si, ya apk nya keren dh simple ui nya.",5
Donlot aja dulu..,5
"broken, teks numpuk secara brutal",1
sejauh ini seru sih,5
Tolong berikan terjemahan otomatis,4
..gv oh tc,5
Semoga kedepan ny ada mode dark ny.,5
Crash,1
Bagus,5
Bolee,5
ga bisa login,1
"Please jangan ada unsur Politik 2024, buzzer disini",5
Nice Info!,5
selalu refresh,3
Ini aplikasi apa si?,5
Tempat gua ada bugnya,5
Perbanyak lagi fitur nya bg... Biar bisa bener2 nyaingin sebelah... Wkwk,4
apk nya pas login knpa eror yaaa,1
KEREN CUCYCYCYCY,5
Maish banyak bug,2
Rating pertama. Bgus bangett,5
\U0001f5ff,1
"Kamis 6 juli 2023, Semoga kamu pas liat ini udah kaya ya dika Udah di jepang juga, Makasih buat perjuangan nya yaa, Domo arigatoo gozaimasu \U0001f60a My IG : moedika_ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . .. . . . . .\u7cbe\u795e gambate",5
Error di hp gw anjg.,1
"Baguss deh poko nya, thank you meta. @markzuckerberg.. \U0001f1ee\U0001f1e9",4
"Baguss, semoga makin dikembangkan fiturnya",5
"Battlenya mana anjer,mana elon vs mark",1
Ulasan Indonesia pertama,5
Ok,5
"it is already good, but the way to change account is kinda complicated, we have to logout and login again, I think it'll be very helpful if you give a feature that can change accounts way easier without logout, like instagram!",4
Smg lebih bagus dari twit,5
Keren mamank mark,5
Ada bug tolong diperbaiki tiba-tiba jadi error,4
"Ku kasih rating 5 soalny masih suka error, tolong diperbaiki bugnya masih sering error kalau login...kalau bisa adain fitur bisa liat yang unfoll",5
Moga g kek Twitter,5
Bagus,5
"aplikasinya bagus, stylish, tidak dibatasi untuk mengupload dalam sehari, tapi yang sangat disayangkan adalah harus login menggunakan akun instagram, alangkah baiknya jika Instagram dan Threads memiliki akun yang berbeda.",3
Wow \U0001f451,5
Anjayyy,2
Saat dibuka layar menjadi berbayang tidak jelas.,1
oke juga buat saingan burung biru,5
Gg mark,5
GAK BISA HAPUS AKUN!,1
Gokil bejir,5
"eror punya saya,atau memang tidak support ya di hpku\U0001f613\U0001f630",1
video temen gw kena takedown,3
I don't want see something what i don't want see... Please don't give something or someone we don't like in our home or Search,1
Aplikasi tidak bisa dibuka di device realme gt master edition,5
"overall bagus sih sampe kecanduan seharian main threads, isinya pada minta mutualan cuma yg kurang yaitu fitur tombol mengikuti di daftar followers, dan juga tagar, top trending, sama bisa upload music",5
"Keren, tapi masih banyak Bug",5
Ini twitwr yh,5
Saya baru mencoba semoga yg follow bukan bot dan bener bener orang,5
Apk tolol,1
Kesini karna Jerome Polin wkwk,5
The application has bug Mark,1
mengembalikan suasana twitter jadul,4
Zuck rules the internet,5
FIRST,5
gak kreatif ikut ikut twitter. Waktu itu ikut ikut tiktok. Gak ada inovasi apa gimana? Come on bikin yang fresh,1
bagus aplikasinya,5
"Seruuuu, tambahin fitur DM biar enak mutualan",5
lumfayan bagus aplikasi nya \U0001f913,5
Ko nitip yg sebelah bang mark,5
Mantappp gan,5
baru bikin akun udah di tangguhkan belum jg login lawak aplikasi apaan nih mau nyaingin Twitter? mimpiiiii,1
Keren,5
bagus saya ga main twitter karna ribet tapi suka aplikasi ini karna simpel semoga aja kedepan nya ga banyak perubahan,5
"On my device, this app has a bug in display. This app can't be used.",3
Masih ada bug banyak bgt. Baru buka udh layat kek stuttrring,1
"the application is good, just add the translation",5
Bagus aja,5
Mantap,5
"Mau nulis ulasan aja, soalnya katanya gada ulasan dalam bahasa indonesia :(",4
bangke di hp gw ngebug aplikasinga udah coba 2x masih sama,1
Semoga makin sukses instagram meta,5
1. Include a TRANSLATION feature in a post 2. Add TRENDING feature,5
Mantap apknay,5
Semoga tidak terkontaminasi oleh zat zat berbahaya.,5
Baru mau coba,5
Lag paraaahhh \U0001f622 beranda eror gak jelas.,1
Ko threads saya eror ya,2
Ada bug nya,1
Bersiap lah untuk mengalahkan elon musk \U0001f602,5
I cant change to dark mode,1
Good,5
"Ada bug tulisannya nyatu semua, tolong segera diperbaiki \U0001f64f\U0001f64f\U0001f64f",5
Mantap nih saingan twitter wkwk,5
Tidak bisa melihat followers di feeds,3
Ini app baguss bgtttt mirip kek app sebelah too lebih enak yg ini sih fitur nya baguss aku recommended bgt app ini buruaan download,5
"Fitur baru instagram, semoga bagus dan tidak disalahgunakan\U0001f929",5
"Aplikasi nya bagus, mirip Twitter. Semoga bisa lebih berkembang maju kepadanya. Walaupun ini baru dirilis",5
Mantap Aplikasinya \U0001f44d Cocok Jadi Pengganti Aplikasi Sebelah \U0001f440,5
Haha,1
"Hari ini, Saya bergabung dengan Threads. \U0001f60d Katanya #Threads adalah pesaing baru #Twitter . Mari kita lihat sampai dimana kemampuannya menyaingi Twitter? Jreng.. jreng.. jreng..",5
First,5
sedang menunggu fitur dm,5
Wow,5
Hehe,5
"Saya pengguna ponsel asus m2 dan terdapat bug glitch di aplikasinya, namun saat buka instagram ini tidak terjadi.. mohon di fix",3
Perfect but not great,5
"Tidak ada bug, namun kurang fitur: 1) Info Trend. 2) Voting pada utas. 3) Download media dari netizen di kolom komen",3
"Masih sepi, nanti balik lagi kalo dah rame",4
\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f,5
"Karena ga mau ketinggalan tren, jadi pake nih sosmed. Lumayan untuk sekelas twitter bahkan lebih bagus dari Twitter, walau fiturnya masih ada beberapa yang kurang sih. \U0001f605",5
Perfect,5
Logonya Jelek Banget \U0001f923,5
Eror ya.,5
Nice,5
mantap sih,5
"So far so good, tapi tolong bisa in nambah akun\U0001f64f\U0001f64f\U0001f64f",5
Ga bisa langsung dibuka,2
suka,3
Bagus,5
First banh\u261d,5
"Ore wa Eren Yeager, subete wa Ymir no tameni..TATAKAEEE!!",5
mantap bosQ,5
Pengalaman pertama,5
gatau cuman ikut ikutan,5
"Bug kata2,kayak tsunami kata2 min",2
Baguss sekalehhhh\U0001f60d\U0001f60d\U0001f60d\U0001f60d\U0001f60d,5
"KEREN KAMU MARCK GANTENG DAN BAIK HATI, PINJAM SAYA DULU 200\U0001f60a",5
pesaing twitter \U0001f5ff\U0001f5ff\U0001f5ff,5
Baguss,5
jangan lupa follow Instagram gua ya temen temen yg baik @veryaffand,5
Bagus sih kayak twitter,5
"Damn zuck, pls give me blue tick my acc dikzzzzz._\U0001f92f",5
"Saya ingin menghapus akun threads, mengapa harus menghapus akun instagram terlebih dahulu? Sungguh fitur yang sangat buruk, tidak bisa membebaskan penggunanya. Tolong PERBAIKI hal tersebut, supaya pengguna bisa lebih leluasa. Terima kasih.",1
Bug,1
Alternatif twitter,5
Pertama dapat apa nih,5
"The Best, Thanks Threads",5
tolong jangan ada iklan,5
Cannot change profile,4
Gak pernh mengecewakan,5
Keren,5
Hehe,4
"udah bagus, tapi tambahin fitur pinned, edit postingan, dan hastag \U0001f44d\U0001f3fb",5
gambar gabisa di save,3
Cool,5
Test dulu,4
Topp,5
\U0001f628\U0001f628\U0001f90d\U0001f90d,5
keren threads,5
Gua yang pertama ngisi ulasan bro,5
"Saya bukan mau melaporkan masa sih, tapi saya mau tambah saran. Tolong tambahkan mode tambah akun, mode gelap, dan dm. Terima kasih",5
"Semoga Mark menang lawan Elon, AMINNNNN",5
Anti lone mask,5
\U0001f637\U0001f44d,5
bagus,5
"Ngebug setan, ga ada gw pake 1 detik dah ngebug anjing",1
"Apk ini sangat bagus, semoga update tambahin fitur penterjemah agar bisa membaca bahasa asing dari negara lain",5
Kenapa punya saya pas sudah masuk beranda malah jadi ngeframe/ngefrezee?! Belom worth it sih,1
Cukup bagus,5
Threads gw malah eror cok,3
"This app is great, but every time I try upload my collection from Gallery, there is no option to choose between the Albums on our mobile phone. Can you pls give a better Albums selection to pick a picture from Mobile phone Gallery at the next update? Saya sangat mengapresiasi kerja keras developer berkat itu",4
Aplikasinya bagus kayak Instagram,4
Gak bisa diinstal,1
Kerja bagus mark,5
ngebug pas sekali scroll ke bawah,1
Kepoin threads gua @agilco.abraham,5
"Orang Galang, Sumut pertama yg download aplikasi ini \U0001f602",5
Memudahkan seperti twi**er,5
"Saya download karena pemain mobile legends kesayang saya Tim rrq, banyak yang download apk ini",5
Terbaik lah (ulasan pertama dari Indonesia),5
Baru pertam coba pas rilis,4
jelek,3
Kasih translate dong,3
Bagus aja,5
Mantap Lah Nyaingin Sebelah,5
Mantap Bosque,5
Apk nya sudah bagus tapi kenapa membalas postingan orang komentar kita juga ikut ke posting di profil kita,4
"Lumayan bagus aplikasi ini, harus di perbaiki lagi si harus nya",5
Good,5
"Bisa tidak langsung banyakin followers aku,maaf kalau cuman 1 bintang",1
Bagus,5
